35.150881	33.403716
35.150881	33.403716
35.150723	33.403866
35.150723	33.403866
35.1506	33.403974
35.1506	33.403974
35.150495	33.404081
35.150495	33.404081
35.150232	33.404231
35.150232	33.404231
35.149916	33.404338
35.149916	33.404338
35.149582	33.404403
35.149582	33.404403
35.149302	33.404489
35.149302	33.404489
35.149056	33.404489
35.149056	33.404489
35.148846	33.404574
35.148846	33.404574
35.148617	33.404531
35.148617	33.404531
35.148337	33.404446
35.148337	33.404446
35.147828	33.404467
35.147828	33.404467
35.146793	33.404253
35.146793	33.404253
35.146231	33.404167
35.146231	33.404167
35.14574	33.404145
35.14574	33.404145
35.145442	33.40421
35.145442	33.40421
35.145284	33.404381
35.145284	33.404381
35.145038	33.404403
35.145038	33.404403
35.144845	33.404253
35.144845	33.404253
35.14488	33.403974
35.14488	33.403974
35.145143	33.403759
35.145143	33.403759
35.145143	33.40348
35.145143	33.40348
35.145126	33.402665
35.145126	33.402665
35.145108	33.402214
35.145108	33.402214
35.145126	33.401785
35.145126	33.401785
35.145319	33.401141
35.145319	33.401141
35.145828	33.400583
35.145828	33.400583
35.146161	33.400326
35.146161	33.400326
35.146828	33.400004
35.146828	33.400004
35.147056	33.399918
35.147056	33.399918
